scinam_birdtree,Xeno_cantoID,Date,Country,Locality,LAT,LON,Elevation,Recording length,Peak_frequency,Peak_frequency2
Tolmomyias assimilis,XC270981,2010-07-19,Peru,"Allpahuayo - Mishana Reserve, Loreto",-3.9654,-73.4387,120,33,5684.8,5684.8
Tolmomyias assimilis,XC62252,2010-08-24,Peru,"Camino Shueller, Yulitunqui, Pozuzo, Pasco",-10.16829134,-75.57915688,1000,108,3100.8,3100.8
Tolmomyias assimilis,XC264698,1998-11-00,Ecuador,"Sucumbíos: 'La Selva Jungle Lodge', n bank Río Napo",-0.498,-76.373,220,28,5512.5,5512.5
Tolmomyias flaviventris,XC283889,1998-03-03,Brazil,"Caém, Bahia",-11.0727,-40.4536,700,63,6201.6,6201.6
Tolmomyias flaviventris,XC231385,2004-02-06,Brazil,"Itabuna area, Bahia",-14.83333333,-39.25,N/A,89,5512.5,5512.5
Tolmomyias flaviventris,XC108027,2011-08-10,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,200,52,5684.8,5684.8
Tolmomyias flaviventris,XC245328,2015-03-25,Colombia," Vereda la Victoria hacia Bello Horizonte, Tamara, Casanare",5.78,-72.2,550,48,5857,5857
Tolmomyias flaviventris,XC372316,2017-05-24,Panama,"Metetí, Darién",8.5054,-77.9759,50,73,5168,5168
Tolmomyias flavotectus,XC262195,1996-09-26,Ecuador,"Esmeraldas: Playa de Oro, village and vicinity, Río Santiago",0.883,-78.8,60,22,6890.6,6890.6
Tolmomyias flavotectus,XC262194,1997-08-11,Ecuador,"Esmeraldas: Playa de Oro, village and vicinity, Río Santiago",0.883,-78.8,70,15,7407.4,7407.4
Tolmomyias flavotectus,XC248174,2002-02-15,Ecuador,"Esmeraldas: ca.26 km W Alto Tambo, 800 m S main road",1.0914,-78.6882,200,28,5684.8,5684.8
Tolmomyias flavotectus,XC274610,2010-03-13,Costa Rica,"La Selva biological station, Heredia",10.43,-84,N/A,10,7235.2,7235.2
Tolmomyias flavotectus,XC11073,N/A,Ecuador,La Lupe,11.1706,-84.2342,0,32,6890.6,6890.6
Tolmomyias poliocephalus,XC97134,2000-09-06,Brazil,Parque Nacional da Amazônia,-4.5167,-56.3001,50,32,3962.1,3962.1
Tolmomyias poliocephalus,XC231398,2003-08-03,Venezuela,"Tucupita area, Delta Amac",9.133333333,-62.06666667,40,34,3789.8,3789.8
Tolmomyias poliocephalus,XC81774,2011-06-13,Colombia,"Mitu, Vaupes",1.2598,-70.2367,190,55,3273,3273
Tolmomyias poliocephalus,XC258824,1997-01-00,Peru,Loreto: between Iquitos and mouth of Río Napo,-3.6,-73.15,100,54,3273,3273
Tolmomyias poliocephalus,XC258825,1994-03-00,Ecuador,"Sucumbíos: 'Sacha Lodge', n bank Río Napo",-0.472,-76.459,220,26,3445.3,3445.3
Tolmomyias sulphurescens,XC283318,2001-11-07,Brazil,"Boa Nova, BA - wet forest",-14.3834,-40.1001,700,47,6373.8,6373.8
Tolmomyias sulphurescens,XC338553,2002-02-12,Brazil,"Pirapora, MG. Córrego dos Ovos",-17.3986,-44.8068,500,145,6890.6,6890.6
Tolmomyias sulphurescens,XC271638,2015-02-24,Panama,"Metropolitan Park, Panama city",8.994495,-79.546093,N/A,37,6890.6,6890.6
Tolmomyias sulphurescens,XC335915,2016-01-14,Colombia,"Ibagué, Ibagué, Tolima",4.4495,-75.1987,1100,54,7235.2,7235.2
Tolmomyias sulphurescens,XC332583,2016-08-17,Mexico,"Calakmul, Campeche",18.1181,-89.7951,240,49,7062.9,7062.9
Tolmomyias traylori,XC270984,2010-07-27,Peru,"Explornapo, Loreto",-3.2334,-72.9167,120,103,4651.2,4651.2
Tolmomyias traylori,XC61326,2010-08-17,Ecuador,"Yasuní Research Station, Parque Nacional Yasuní, Orellana",-0.6742,-76.3978,250,30,4823.4,4823.4
Tolmomyias traylori,XC69837,2011-01-09,Ecuador,"Yasuní Research Station, Parque Nacional Yasuní, Orellana",-0.6742,-76.3978,250,120,4823.4,4823.4
Tolmomyias traylori,XC402191,2017-12-24,Colombia,"Finca el Escondite, Vereda la Joya, Villagarzón, Putumayo",0.7955,-76.5818,300,20,6029.3,6029.3
Tolmomyias traylori,XC258831,1997-01-00,Peru,Loreto: between Iquitos and mouth of Río Napo,-3.6,-73.15,100,24,4651.2,4651.2
Tolmomyias viridiceps,XC249422,1991-09-29,Ecuador,Napo: Estero Ayapata 3.5.km WSW Archidona,-0.915,-77.84,600,62,4478.9,4478.9
Tolmomyias viridiceps,XC249970,2002-02-03,Ecuador,Morona-Santiago: e-slope Cord. de Cutucú: Unnsuants,-2.55,-77.9,560,67,5875,5875
Tolmomyias viridiceps,XC70200,2011-01-14,Ecuador,"El Para, east of Archidona, Napo",-0.952,-77.7314,250,47,5857,5857
Tolmomyias viridiceps,XC188079,2013-06-04,Peru,"Musacarucha, Loreto",-4.4511,-76.657,150,69,5512.5,5512.5
Tolmomyias viridiceps,XC142235,2013-06-30,Peru,"Villa Rica area, Pasco",-10.7834,-75.2834,1500,68,6546.1,6546.1
Torreornis inexpectata,XC129445,2013-03-10,Cuba,"Cienaga de Zapata, Matanzas",22.2993,-81.4856,0,5,7924.2,7924.2
Torreornis inexpectata,XC318110,2014-12-28,Cuba,"La Turba, Cienaga de Zapata, Matanzas ",22.4344,-81.178,10,36,8096.5,8096.5
Torreornis inexpectata,XC256890,2015-04-20,Cuba,"Cayo Romano, Camagüey",22.4132,-78.1997,0,7,7235.2,7235.2
Toxorhamphus novaeguineae,XC140730,2000-09-04,Indonesia,"Dabra, Southern Mamberamo basin, Papua",-2.9124,138.3838,N/A,45,5684.8,5684.8
Toxorhamphus novaeguineae,XC141157,2002-03-23,Indonesia,"Tangguh, West Papua",-2.4997,133.1694,N/A,21,5340.2,5340.2
Toxorhamphus novaeguineae,XC156287,2009-08-03,Indonesia,Batanta Island,-0.8959,130.6678,40,35,4134.4,4134.4
Toxorhamphus novaeguineae,XC38199,2009-08-14,Papua New Guinea,near Kiunga on Boys Town Road,-6.0486,141.2191,170,58,3789.8,3789.8
Toxorhamphus novaeguineae,XC163432,2013-07-31,Indonesia,"Batanta, beach nr Selat Sagawin, Raja Ampat, West Papua",-0.8977,130.671,20,24,3962.1,3962.1
Toxorhamphus poliopterus,XC23998,2006-12-26,Papua New Guinea,"1 km N 'Warili Lodge', below Tari Gap, Southern Highlands",-5.9501,143.0667,1950,10,3962.1,3962.1
Toxostoma bendirei,XC231465,2007-02-18,USA,"Sulphur springs valley, AZ",31.4156,-110.243,N/A,121,3100.8,3100.8
Toxostoma bendirei,XC18037,2008-02-22,USA,"near Arizona City, Pinal Co., Arizona  ",32.7481,-111.6713,N/A,59,3100.8,3100.8
Toxostoma bendirei,XC255352,2010-06-16,USA,"Stateline Road, near Portal, Arizona",31.8623,-109.0492,1200,163,2756.2,2756.2
Toxostoma bendirei,XC95409,2012-02-23,USA,"Mile Wide Road, Pima Co., AZ",32.248,-111.26,670,53,2756.2,2756.2
Toxostoma bendirei,XC140784,2013-04-10,USA,"south of Arizona City, Pinal County, Arizona",32.6743,-111.6589,480,363,2928.5,2928.5
Toxostoma cinereum,XC348954,2001-03-04,Mexico,Mesa la Pitahaya,30.0158,-115.5361,300,258,2239.5,2239.5
Toxostoma cinereum,XC21416,2007-03-14,Mexico,"El Salto, near Todos Santos, Baja Sur",23.5451,-110.0967,400,60,3445.3,3445.3
Toxostoma cinereum,XC21412,2007-03-16,Mexico,"San Isidro, Rio La Purisima, Baja Sur",26.2151,-112.0234,100,54,2756.2,2756.2
Toxostoma cinereum,XC21418,2007-03-21,Mexico,"Punta Arena, Baja Sur",23.5451,-110.0967,10,56,2411.7,2411.7
Toxostoma cinereum,XC348958,2012-08-19,Mexico,"San Telmo, Baja California",30.973,-116.093,100,46,2928.5,2928.5
Toxostoma crissale,XC35195,1997-04-27,USA,"Cottonwood Campground, Big Bend NP, Brewster Co, TX",29.137,-103.521,650,44,2584,2584
Toxostoma crissale,XC138079,2013-02-10,USA,"Corn Creek, Clark, Nevada",36.4459,-115.3956,900,70,3445.3,3445.3
Toxostoma crissale,XC141426,2013-03-21,USA,"Borrego Sink, Borrego Springs, San Diego County, California",33.2253,-116.3085,140,277,3100.8,3100.8
Toxostoma crissale,XC255759,2014-10-18,USA,"San Simon Cienega, Cochise County, Arizona",32.084,-109.051,1100,151,3100.8,3100.8
Toxostoma crissale,XC301084,2016-01-21,USA,"San Bernardino County, California",35.1979,-115.7562,1100,43,2584,2584
Toxostoma curvirostre,XC256538,2009-01-23,USA,"Portal, Arizona",31.906,-109.1543,1400,125,2411.7,2411.7
Toxostoma curvirostre,XC168473,2014-03-02,Mexico,"Oaxaca, San Augustin Etla, terreno de Golf",17.18,-96.77,1700,56,2928.5,2928.5
Toxostoma curvirostre,XC236720,2015-04-02,Mexico,"El Pedregal Nature Lodge, Álamos, Sonora",27.0165,-108.9464,420,47,2928.5,2928.5
Toxostoma curvirostre,XC255936,2015-05-09,USA,"Pueblo, Pueblo County, Colorado",38.2544,-104.6091,1400,19,2928.5,2928.5
Toxostoma curvirostre,XC309812,2016-03-30,Mexico,"Ciudad Victoria, Ciudad Victoria, Tamaulipas",23.7265,-99.1248,320,96,2756.2,2756.2
Toxostoma guttatum,XC42594,1994-12-08,Mexico,"Cozumel Island, Mexico",20.3723,-87.0103,15,12,3100.8,3100.8
Toxostoma lecontei,XC302255,2008-12-31,USA,"Buckeye, Maricopa County, Arizona",33.3752,-112.6169,280,28,2756.2,2756.2
Toxostoma lecontei,XC28253,2009-01-11,USA,"Jawbone Canyon, Kern Co., California",35.488629,-118.293915,N/A,188,2756.2,2756.2
Toxostoma lecontei,XC110971,2012-09-12,USA,"Mule Mountains, Riverside County, California",33.532,-114.801,N/A,140,2584,2584
Toxostoma lecontei,XC141433,2013-03-22,USA,"Clark's Dry Lake, Borrego Springs, San Diego County, California  ",33.3531,-116.2946,180,133,2928.5,2928.5
Toxostoma longirostre,XC231495,2000-05-29,Mexico,"Cola de Caballo area, Nuevo Leon",25.4,-100.3,N/A,39,3445.3,3445.3
Toxostoma longirostre,XC231494,2000-06-07,Mexico,"El Salto area, San Luis Potosí",22.55,-99.33333333,N/A,42,3617.6,3617.6
Toxostoma longirostre,XC21656,2008-05-29,USA,"Welder Wildlife Refuge, San Patricio County, Texas",28.1137,-97.4228,12,78,2928.5,2928.5
Toxostoma longirostre,XC285310,2015-05-12,USA,"Santa Ana National Wildlife Refuge, Texas",26.0737,-98.1442,30,278,3273,3273
Toxostoma longirostre,XC368455,2017-04-26,USA,"Edinburg, Hidalgo, Texas",26.5553,-98.068,20,164,2584,2584
Toxostoma ocellatum,XC231505,2001-03-12,Mexico,"Teotitlan, Oaxaca",17.08333333,-96.5,1550,58,3273,3273
Toxostoma ocellatum,XC231503,2001-03-13,Mexico,"Monte Alban, Oaxaca",17.08333333,-96.75,1550,49,3789.8,3789.8
Toxostoma ocellatum,XC67055,2009-01-28,Mexico,"Monte Alban, Oaxaca",17.0473,-96.7659,1850,179,2584,2584
Toxostoma ocellatum,XC247535,2015-06-01,Mexico,"San Augustin Etla, camino al bosque",17.2,-96.755,1900,58,3789.8,3789.8
Toxostoma ocellatum,XC254069,2015-06-26,Mexico,"Montealbán, Santa María Atzompa, Oaxaca",17.0438,-96.7681,1900,40,2756.2,2756.2
Toxostoma redivivum,XC128236,1998-03-01,USA,"Oso Flaco Lake, Nipomo, California",35.0307,-120.6205,0,250,2928.5,2928.5
Toxostoma redivivum,XC231509,2007-02-20,USA,"Anza-Borrego desert, CA",33.1121,-116.328,N/A,96,3273,3273
Toxostoma redivivum,XC109832,2012-09-15,USA,"Fremont Older Open Space Preserve, Santa Clara, California",37.2942,-122.0573,240,242,2239.5,2239.5
Toxostoma redivivum,XC283952,2015-04-06,USA,"plateau road south of Monument Road, San Diego, San Diego County, California",32.5445,-117.097,80,132,3100.8,3100.8
Toxostoma redivivum,XC360343,2017-03-19,USA,"Lake Berryessa Monticello Dam, Napa County, California",38.5116,-122.1088,150,76,2411.7,2411.7
Toxostoma rufum,XC136055,2013-06-02,USA,"Richardson Nature Center, Hennepin, Minnesota",44.8432,-93.3698,260,346,2756.2,2756.2
Toxostoma rufum,XC313156,2016-04-19,USA,"Stony Creek Metropark, Macomb County, Michigan",42.7335,-83.0753,240,95,2756.2,2756.2
Toxostoma rufum,XC318456,2016-05-22,USA,"Watts Flats WMA, Town of Harmony (near Ashville), Chautauqua County, New York",42.0356,-79.4259,440,92,3100.8,3100.8
Toxostoma rufum,XC321692,2016-06-04,Canada,"Godmanchester, Le Haut-Saint-Laurent, Québec",45.0889,-74.2627,80,119,3445.3,3445.3
Toxostoma rufum,XC328805,2016-06-18,USA,"Rome (appox location), Adams County, Wisconsin",44.2208,-89.8082,300,57,4134.4,4134.4
Tregellasia capito,XC400531,1989-10-10,Australia,"Lamington National Park (near O'reilly), Queensland",-28.2287,153.136,900,30,4823.4,4823.4
Tregellasia capito,XC434878,2018-09-08,Australia,"Wallaman Falls Rd, Girringun National Park, Queensland",-18.6325,145.8517,600,78,4306.6,4306.6
Tregellasia leucops,XC279447,1996-08-19,Papua New Guinea,"Varirata National Park, Central Province",-9.467,147.383,750,19,3789.8,3789.8
Tregellasia leucops,XC436585,2018-08-29,Australia,"Cook's Hut Camping Area, Iron Range National Park, Queensland",-12.7101,143.2923,40,125,4134.4,4134.4
Trichastoma bicolor,XC64664,2006-03-08,Indonesia,"Upper Maruwai catchment, Central Kalimantan",-0.1126,114.8556,325,41,2756.2,2756.2
Trichastoma bicolor,XC94124,2011-03-20,Malaysia,"Planted Forests Zone, Wildlife Buffer, Sarawak ",2.724955,113.080902,55,22,2756.2,2756.2
Trichastoma bicolor,XC96035,2011-11-13,Malaysia,"Ulu Mudah, Kedah (nr Earth Lodge)",6.1151,100.9634,130,49,2756.2,2756.2
Trichastoma bicolor,XC290861,2014-05-30,Malaysia,"Jenut Muda trail. Taman Negara, Pahang",4.386,102.401,N/A,106,2928.5,2928.5
Trichastoma bicolor,XC266523,2015-07-22,Malaysia,"Lower Kinabatangan River, Sabah, Borneo ",5.4992,118.2825,20,43,2928.5,2928.5
trichastoma buettikoferi,XC210245,2009-02-15,Indonesia,Landos village,-5.0461,104.0738,850,71,3100.8,3100.8
trichastoma buettikoferi,XC210249,2009-02-28,Indonesia,"Kecamatan Semaka, Kabupaten Tanggamus, Lampung",-5.4274,104.3892,800,29,3273,3273
trichastoma buettikoferi,XC301153,2013-02-04,Indonesia,"Balik Bukit, Lampung Barat, Lampung",-5.0656,104.1012,950,32,3100.8,3100.8
Trichastoma celebense,XC18846,2007-07-27,Indonesia,"Tangkoko Nature Reserve, Sulawesi",1.5106,125.195,30,26,2928.5,2928.5
Trichastoma celebense,XC90072,2011-06-20,Indonesia,Togian: hills near Wakai,-0.4239,121.8498,90,40,2928.5,2928.5
Trichastoma celebense,XC151864,2013-09-20,Indonesia,"Tangkoko Nature Reserve, Sulawesi",1.5675,125.1595,10,25,3100.8,3100.8
Trichastoma celebense,XC193881,2014-08-12,Indonesia,"Sulawesi; Lore Lindu NP, just before the Anaso turning",-1.32,120.3,1700,33,2411.7,2411.7
Trichastoma celebense,XC200118,2014-09-10,Indonesia,"Gunung Mahawu, Minahasa, North Sulawesi",1.35,124.8664,1300,29,2928.5,2928.5
trichastoma pyrrogenys,XC188880,2014-06-17,Malaysia,"Ranau, Ranau, Sabah",6.0047,116.5412,1600,10,2756.2,2756.2
trichastoma pyrrogenys,XC204219,2014-09-28,Indonesia,"Gunung Halimun NP, West Java",-6.7461,106.5182,1300,53,3100.8,3100.8
trichastoma pyrrogenys,XC359965,2017-02-02,Malaysia," Area around Rafflesia Centre, Crocker Range, Sabah, Borneo ",5.7776,116.3439,N/A,19,3273,3273
trichastoma pyrrogenys,XC40482,2009-07-00,Indonesia,2009-07-00,-6.6762,106.5164,850,36,3445.3,3445.3
trichastoma pyrrogenys,XC19389,N/A,Malaysia,"Mount Kinabalu, Sabah, Borneo",6.081156,116.564941,1500,41,3445.3,3445.3
Trichastoma rostratum,XC244438,2014-02-24,Brunei,"Teraja Forest, Brunei",4.2858,114.4242,130,50,3445.3,3445.3
Trichastoma rostratum,XC177898,2014-04-07,Indonesia,"Seribu Riam, Murung Raya, Central Kalimantan",0.2334,113.3689,850,31,3100.8,3100.8
Trichastoma rostratum,XC177323,2014-05-01,Malaysia,Ranong Mangrove Biosphere Reserve,9.8786,98.6021,10,124,3617.6,3617.6
Trichastoma rostratum,XC192760,2014-07-19,Malaysia,"Panti Bird Sanctuary, Johor",1.8773,103.9181,30,68,3100.8,3100.8
Trichastoma rostratum,XC360267,2017-02-09,Malaysia,"Deremakot forest reserve, Sabah, Borneo",5.37,117.42,200,56,3100.8,3100.8
trichastoma tickelli,XC125361,2013-01-01,Vietnam,"Cat Tien National Park, Cochinchina",11.3473,107.1501,70,71,3273,3273
trichastoma tickelli,XC349488,2017-01-01,Thailand,"Thi Nuey Station, Thung Yai Naresuan Wildlife Sanctuary",15.03,98.903,900,118,4134.4,4134.4
trichastoma tickelli,XC351818,2017-01-19,Malaysia,"Kuala Kubu Bharu, Hulu Selangor, Selangor",3.7022,101.7339,1100,86,3789.8,3789.8
trichastoma tickelli,XC92638,2008-02-00,Cambodia,Seima Biodiversity Conservation Area,12.165541,106.690979,400,34,3789.8,3789.8
trichastoma tickelli,XC65042,2010-05-00,Vietnam,Bach Ma,16.2,107.86667,800,57,3617.6,3617.6
trichixos pyrropygus,XC279177,1996-07-31,Malaysia,"Sabah: """"""""""""""""Borneo Rainforest Lodge"""""""""""""""", 64 km W Lahad Datu, Borneo",5.03,117.75,290,89.3,1894.9,1894.9
trichixos pyrropygus,XC59721,2009-07-18,Malaysia,"Danum Valley Field Centre, Danum Valley, Sabah, Borneo",4.9634,117.8028,600,38,1722.7,1722.7
trichixos pyrropygus,XC388618,2014-05-15,Malaysia,"SAFE project, Sabah, Borneo",4.675,117.5784,180,68.2,2067.2,2067.2
trichixos pyrropygus,XC237401,2015-03-12,Malaysia,"Endau, Mersing, Johor",2.5441,103.7758,30,247.8,1894.9,1894.9
trichixos pyrropygus,XC352879,2016-11-07,Indonesia,"Sungai Wain Protection Forest, East Kalimantan, Borneo",-1.1303,116.8331,40,110.6,2067.2,2067.2
trichocichla rufa,XC386073,2016-07-23,Fiji,"Wainimala, Nadroga-Navosa, Western Division",-17.7647,178.0626,850,35,4995.7,4995.7
Tricholestes criniger,XC38819,2009-08-06,Malaysia,"Rainforest Discovery Center, Forest Trail, Sepilok, Sandakan, Sabah",5.8762,117.9448,300,33,3273,3273
Tricholestes criniger,XC171725,2014-03-25,Thailand,"Krung Ching, Nopphitam District, Nakhon Si Thammarat",8.7241,99.6685,170,23,3445.3,3445.3
Tricholestes criniger,XC290661,2014-06-03,Malaysia,"Kuala Terenggan area. Taman Negara, Pahang",4.433,102.436,N/A,19,2928.5,2928.5
Trichothraupis melanops,XC42067,2010-01-02,Brazil,"Morro da Turquia, Pomerode, Santa Catarina ",-26.7395,-49.1881,400,75,5684.8,5684.8
Trichothraupis melanops,XC75548,2011-02-15,Brazil,"Parque Estadual Intervales, SP",-24.2759,-48.4181,850,51,6546.1,6546.1
Trichothraupis melanops,XC110161,2012-05-20,Brazil,Parque Florestal Quedas do Rio Bonito,-21.33376093,-44.97940063,1077,75,6718.4,6718.4
Troglodytes aedon,XC323268,2001-11-24,Brazil,Chapada Diamantina. Lençóis/Capão trail,-12.5167,-41.4334,1000,47,3789.8,3789.8
Troglodytes aedon,XC324097,2015-06-03,USA,"Arcadia Campground, Pinalenos, Graham County, Arizona",32.6503,-109.817,200,168,3789.8,3789.8
Troglodytes aedon,XC319102,2016-05-12,Belize,Cayo; Moonracer Farm,17.0853,-88.9827,285,77,5512.5,5512.5
Troglodytes aedon,XC330609,2016-06-07,Mexico,"Cerro Lucero, San Luis Potosí",21.9337,-100.3395,2100,77,3100.8,3100.8
Troglodytes aedon,XC344337,2016-08-19,Colombia,Hotel Tinamú Birding Nature Reserve,5.0791,-75.6852,1000,31,4995.7,4995.7
Troglodytes monticola,XC353314,2016-12-18,Colombia,"Laguna #3, Complejo de Lagunas de Sevilla, Sierra Nevada de Santa Marta, Ciénaga, Magdalena",10.9008,-73.9013,3800,16,7579.7,7579.7
Troglodytes ochraceus,XC31764,2009-03-21,Panama,"Sendero Los Quetzales, Chiriqui Province",8.85,-82.53333,2300,35.3,5684.8,5684.8
Troglodytes ochraceus,XC274694,2010-03-17,Costa Rica,"Mirador de Quetzales, km70 Cerro de la Muerte, San José",9.54,-83.9,2750,64.6,7235.2,7235.2
Troglodytes ochraceus,XC274716,2010-03-18,Costa Rica,"Providencia road, Cerro de la Muerte, San José",9.6081,-83.8078,2700,37.1,6890.6,6890.6
Troglodytes ochraceus,XC94688,2012-01-23,Panama,"Cerro Colorado, Comarca Ngobe-Bugle (formerly Chiriqui province)",8.534,-81.805,1650,54.8,5684.8,5684.8
Troglodytes ochraceus,XC137778,2013-05-28,Costa Rica,"Santa Elena Reserve, Guanacaste",10.333,-84.808,1700,37,5857,5857
Troglodytes rufociliatus,XC126442,2013-03-09,Guatemala,"Rincon Suizo, Cerro Tecpan",14.7967,-90.9835,2600,20,3962.1,3962.1
Troglodytes rufociliatus,XC147087,2013-05-23,Mexico,"Cerro del Huitepec, San Cristobal de las Casas, Chiapas, Mexico",16.758,-92.693,2500,113,7579.7,7579.7
Troglodytes rufociliatus,XC335484,2015-03-24,Mexico,"Campamento El Triunfo, Chiapas",15.6569,-92.8091,2000,124,5684.8,5684.8
Troglodytes rufociliatus,XC278082,2015-09-06,Nicaragua,"Parque Nacional La Tigra (Jutiapa Centro de Visitantes), Francisco Morazan",14.2059,-87.1158,1900,31,4995.7,4995.7
Troglodytes rufulus,XC22124,2008-07-04,Venezuela,"Cerro Roraima, Bolivar",5.1959,-60.7459,2700,59,4134.4,4134.4
Troglodytes rufulus,XC354936,2017-02-06,Venezuela,Acampamento base do Monte Roraima,5.1491,-60.7812,1900,2,5512.5,5512.5
Troglodytes sissonii,ML214343,1988-02-15,Mexico,"Socorro Island, Grayson Cove, Colima",18.78614,-110.97886,N/A,86,2928.5,2928.5
Troglodytes sissonii,ML182894,2014-11-23,Mexico,"Archipielago de Revillagigedo, Isla Socorro, Colima",18.7412067,-110.9443188,300,488,3100.8,3100.8
Troglodytes sissonii,XC357818,2017-02-15,Mexico,Isla Socorro--navy dockyard,18.7275,-110.9497,30,6,3962.1,3962.1
Troglodytes solstitialis,XC11227,2002-12-12,Colombia,"Bogota, Quebrada la Vieja",4.6231,-74.0562,2900,53,4823.4,4823.4
Troglodytes solstitialis,XC153932,2008-08-08,Peru,"Bosque Paja Blanca, Chota, Cajamarca",-6.3876,-79.1167,2900,102,6718.4,6718.4
Troglodytes solstitialis,XC63104,2009-09-19,Argentina,"Quebrada San Lorenzo, Salta",-24.725,-65.503,1500,43,6890.6,6890.6
Troglodytes solstitialis,XC104818,2011-02-02,Colombia,"FUNDEGAR ('Rio Blanco'), Manizales, Caldas",5.074,-75.435,2500,61,8441,8441
Troglodytes solstitialis,XC108412,2012-04-07,Ecuador,"Chinapintza, Cordillera del Condor, Zamora-Chinchipe",-4.0384,-78.5823,1800,61,7235.2,7235.2
Troglodytes tanneri,ML214355,1988-02-22,Mexico,Clarion Island Colima,18.35524,-114.71696,N/A,215,2928.5,2928.5
Troglodytes troglodytes,XC76202,2011-04-20,USA,"Cougar Mountain Regional Wildland Park, King Co., Washington",47.54,-122.097,430,107,6201.6,6201.6
Troglodytes troglodytes,XC195801,2014-06-26,Canada,"Purden Lake Provincial Park, British Columbia",53.9146,-121.9628,800,310,6029.3,6029.3
Troglodytes troglodytes,XC324302,2016-06-21,Spain,"Font de ferro (near Piera), Barcelona, Catalonia",41.5841,1.7222,550,120,5340.2,5340.2
Troglodytes troglodytes,XC330134,2016-07-27,United Kingdom,"Exmoor National Park, Somerset",51.2073,-3.7277,260,35,7579.7,7579.7
Trochocercus cyanomelas,XC154752,2009-06-26,Kenya,"Taita Hills, Chawia Forest",-3.4814,38.343,1600,63,5684.8,5684.8
Trochocercus cyanomelas,XC201448,2014-10-31,Mozambique,"Matutuíne District, Maputo",-26.1856,32.8951,30,44,3100.8,3100.8
Trochocercus cyanomelas,XC395871,2017-11-30,Kenya,"Nykaweri Forest, Narok County",-1.2043,34.941,1800,41,2411.7,2411.7
Trochocercus nitens,XC156665,2013-09-14,Ghana,Ankasa Game Reserve,5.2748,-2.6467,80,19,1033.6,1012.1
Trochocercus nitens,XC287555,2015-03-09,Uganda,"Kirimia, Semuliki National Park, Bundibugyo, Western Region",0.8233,30.09,700,40,1033.6,990.5
Trochocercus nitens,XC241432,2015-04-02,Nigeria,"Rhoko Forest (Cercopan), Iko Esai, Cross River.",5.6832,8.2752,150,28,1033.6,1055.1
Trochocercus nitens,XC400366,2017-11-07,Ghana,Nsuta Forest,5.2784,-1.6382,60,185,1033.6,969
Tumbezia salvini,XC37657,2008-08-01,Peru,"Bosque de Pómac, north of Chiclayo, Lambayeque",-6.4847,-79.7543,200,12,3962.1,3962.1
Tumbezia salvini,XC142236,2013-06-12,Peru,"Bosque de Pómac, north of Chiclayo, Lambayeque",-6.4867,-79.7525,80,15,4995.7,4995.7
Tumbezia salvini,XC146593,2013-08-22,Ecuador,"Zapotillo (near relleno sanitario), Loja",-4.3682,-80.2599,300,100,3789.8,3789.8
Tumbezia salvini,XC180512,2014-05-13,Peru,"Bosque de Pómac, north of Chiclayo, Lambayeque",-6.4867,-79.7525,80,11,2411.7,2411.7
Tumbezia salvini,XC27844,2006-08-00,Peru,"Quebrada Limon, Lambayeque",-5.6942,-79.7448,400,30,2584,2584
turdinus atrigularis,XC166535,2013-12-25,Malaysia,"Borneo Rainforest Lodge, Danum Valley, Sabah, Borneo",5.0198,117.7462,150,196,1722.7,1722.7
turdinus atrigularis,XC208020,2014-04-12,Indonesia,"Bakalalan-Bario Rd, Sarawak",3.9459,115.6019,920,103,1722.7,1722.7
turdinus atrigularis,XC282482,2015-08-21,Malaysia,"Danum Valley Field Centre, Danum Valley, Sabah, Borneo  ",4.9634,117.8028,160,34,1550.4,1550.4
turdinus atrigularis,XC359895,2017-02-14,Malaysia,"Kawag Danum, Sabah, Borneo",5.051262,117.977687,N/A,73,1550.4,1550.4
turdinus atrigularis,XC70592,2010-08-00,Malaysia,"Danum Valley, Sabah, Borneo",4.9767,117.7417,300,92,1894.9,1894.9
turdinus macrodactylus,XC35833,2002-04-11,Thailand,"Ban Bang Thieo, Khao Nor Chuchi, Krabi ",7.820358,99.356918,80,58,2067.2,2067.2
turdinus macrodactylus,XC154611,2012-03-19,Thailand,"Khao Nor Chuchi, trail B",7.9269,99.2614,60,42,2411.7,2411.7
turdinus macrodactylus,XC143124,2013-07-20,Indonesia,"Ijen, East Java",-8.0739,114.2237,1000,19,2067.2,2067.2
turdinus macrodactylus,XC290877,2014-05-30,Malaysia,"Jenut Muda trail. Taman Negara, Pahang",4.386,102.401,N/A,86,2067.2,2067.2
turdinus macrodactylus,XC290871,2014-06-02,Malaysia,"Blau trail. Taman Negara, Pahang",4.386,102.401,N/A,92,1894.9,1894.9
turdinus marmorata,XC90882,2009-08-31,Indonesia,"Tapan Road, West Sumatra, Sumatra",-2.0498,101.3073,1100,43,2584,2584
turdinus marmorata,XC90934,2009-09-10,Indonesia,"Danau Ranau, Bukit Barisan Selatan NP, Lampung, Sumatra",-4.9667,103.8501,1600,65,2239.5,2239.5
turdinus marmorata,XC290870,2014-05-27,Malaysia,"Base of Old road to Fraser's Hill. The Gap, Pahang",3.693,101.746,N/A,55,2411.7,2411.7
