scinam_birdtree,Xeno_cantoID,Date,Country,Locality,LAT,LON,Elevation,Recording length,Peak_frequency,Peak_frequency2
Actinodura waldeni,XC313842,2016-03-31,Myanmar,Mount Victoria,21.2333,93.9167,2800,32,2411.7,2411.7
Aegithalos caudatus,XC312563,2015-06-14,Belgium,"Woluwe-Saint-Pierre, Bruxelles",50.8262,4.4332,50,128,5857,5857
Aegithalos caudatus,XC383535,2016-10-23,Germany,"Borkenberge, Haltern am See, Nordrhein-Westfalen",51.7586,7.2697,100,65,5340.2,5340.2
Aegithalos caudatus,XC357610,2017-03-03,Switzerland,"Radelfingen, Aarberg, Bern",46.9846,7.2564,460,55,6546.1,6546.1
Aegithalos caudatus,XC362743,2017-04-03,Norway,"Høsbjør,Ringsaker, County of Hedmark",60.6426,11.1539,150,67,6718.4,6718.4
Aegithalos caudatus,XC364058,2017-04-12,United Kingdom,"Norwich, Norfolk, England",52.626,1.2335,10,23,6718.4,6718.4
Aegithalos concinnus,XC37766,2003-12-27,Myanmar,Mount Victoria,21.23333,93.91667,N/A,44,6201.6,6201.6
Aegithalos concinnus,XC42613,2008-03-04,Taiwan,Anmashan,24.260737,120.953979,N/A,37,8096.5,8096.5
Aegithalos concinnus,XC304342,2011-02-28,China,"Hangzhou Shi, Zhejiang Sheng",30.1042,118.8847,900,11,7235.2,7235.2
Aegithalos iouschistos,XC37765,2003-12-27,Myanmar,Mount Victoria,21.23333,93.91667,N/A,35,7752,7752
Aegithalos niveogularis,XC37789,1996-07-03,Pakistan,Kaghan Valley,34.5417,73.3493,N/A,13,6546.1,6546.1
Aegithina lafresnayei,XC21783,2008-06-14,Thailand,"Khao Nor Chu Chi, Krabi",7.9212,99.2664,70,19,3789.8,3789.8
Aegithina lafresnayei,XC184103,2010-08-09,Malaysia,"Taman Negara, Pahang",4.3864,102.4017,100,34,2584,2584
Aegithina lafresnayei,XC126436,2013-01-03,Vietnam,"Cat Tien National Park, Cochinchina",11.3473,107.1501,70,39,2584,2584
Aegithina lafresnayei,XC345331,2016-03-03,Thailand,"Khlong Suan, Khlong Saeng Wildlife Sanctuary, Suratthani Province",9.1385,98.6199,110,9,3273,3273
Aegithina tiphia,XC297269,2013-07-29,India,"Auroville, Pondicherry, Tamil Nadu",11.9965,79.8159,50,72,2928.5,2928.5
Aegithina tiphia,XC290679,2014-06-09,Malaysia,"Kuala Selangor, Selangor",3.338,101.241,N/A,48,2067.2,2067.2
Aegithina tiphia,XC371664,2017-02-03,Vietnam,"Cát Tiên National Park, Tân Phú, Dong Nai",11.4377,107.4193,140,61,2239.5,2239.5
Aegithina tiphia,XC389533,2017-09-26,Indonesia,"Tegallalang, Kabupaten Gianyar, Bali",-8.4221,115.296,500,63,3100.8,3100.8
Aegithina viridissima,XC201773,2013-09-29,Malaysia,"Tioman, road to Juara",2.807,104.182,280,59,6890.6,6890.6
Aegithina viridissima,XC266512,2015-07-22,Malaysia," Lower Kinabatangan River, Sabah, Borneo",5.4992,118.2825,20,28,4306.6,4306.6
Aegithina viridissima,XC346038,2016-03-15,Thailand,"Khlong Mon Substation, Khlong Saeng Wildlife Sanctuary, Suratthani Province",9.0805,98.6324,100,101,4823.4,4823.4
Aegithina viridissima,XC359518,2017-02-10,Malaysia,"Rainforest Discovery Center, Sepilok, Sabah, Borneo",5.8762,117.9448,N/A,24,4995.7,4995.7
Aegithina viridissima,XC33657,2007-04-00,Indonesia," Mului, Gunung Lumut Protection Forest, East Kalimantan, Borneo",-1.4512,115.9984,600,32,4823.4,4823.4
Aethopyga boltoni,XC184244,2010-02-15,Philippines,"Mount Kitanglad, Mindanao",8.1238,124.9273,1800,37,4995.7,4995.7
Aethopyga boltoni,XC67538,2010-04-09,Philippines,Mindanao; Mt. Kitanglad,8.12,124.91,1900,30,4823.4,4823.4
Aethopyga duyvenbodei,XC67540,1999-12-10,Indonesia,"Sangihe I: Gng. Sahengbalira, Sahendaruman",3.53,125.52,625,56,5857,5857
Aethopyga duyvenbodei,XC363188,2017-03-27,Indonesia,"Gunung Sahendaruman, Kepulauan Sangihe, North Sulawesi",3.5162,125.5499,850,19,7062.9,7062.9
Aethopyga eximia,XC287824,1989-06-05,Indonesia,"Taman Hidup, Yang Highlands, Gading, Probolinggo, Jawa Timur",-7.9773,113.5355,2000,45,3789.8,3789.8
Aethopyga eximia,XC204336,2014-09-30,Indonesia,"Gunung Gede National Park, Java",-6.7273,106.9711,1800,26,7062.9,7062.9
aethopyga flagrans,XC321020,2016-05-17,Philippines,"Twin Lakes, Negros Oriental, Central Visayas",9.3607,123.1788,900,12,6890.6,6890.6
Aethopyga gouldiae,XC115332,2012-11-06,Bhutan,Road between Dochula and Lamperi Royal Botanical Garden,27.4969,89.7615,2800,28.3,5340.2,5340.2
Aethopyga gouldiae,XC324810,2016-06-01,China,"Mianyang Shi, Sichuan Sheng",32.7077,104.3878,2050,46,7235.2,7235.2
Aethopyga gouldiae,XC322273,2016-06-08,China,"Longcanggou, Yingjing, Sichuan",29.6017,102.8978,2250,35.6,7235.2,7235.2
Aethopyga christinae,XC40940,2009-03-11,Vietnam,Tam Dao,21.4834,105.6334,1000,13,5857,5857
Aethopyga christinae,XC83369,2011-07-03,China,"Guangdong province, Nan Kun Shan",23.634,113.885,550,116,4995.7,4995.7
Aethopyga christinae,XC303937,2013-06-10,China,"Daqing Valley, Hangzhou Shi, Zhejiang Sheng",30.2073,120.0687,110,48,6373.8,6373.8
Aethopyga christinae,XC356254,2017-02-16,Vietnam,"Partridge trail, Bach Ma National Park",16.2297,107.8518,500,57,5340.2,5340.2
Aethopyga christinae,XC380449,2017-05-06,China,"Nonggang Natural Reserve, Guangxi",22.4667,106.9501,240,85,5512.5,5512.5
Aethopyga ignicauda,XC100850,2012-04-19,India,"Sela Pass, Arunachal Pradesh",27.5028,92.1039,3900,28,6718.4,6718.4
Aethopyga ignicauda,XC293897,2014-04-29,China,"Pianma road, Nujiang, Yunnan",25.9732,98.6824,3100,33,7062.9,7062.9
Aethopyga mystacalis,XC71611,1986-08-03,Indonesia,"Gunung Halimun National Park, Java",-6.6762,106.5164,1000,26,6546.1,6546.1
Aethopyga mystacalis,XC208045,2014-04-13,Indonesia,"Bakalalan-Bario Rd, Sarawak",3.9459,115.6019,1500,54,6029.3,6029.3
Aethopyga mystacalis,XC359522,2017-02-02,Malaysia,"Area around Rafflesia Centre, Crocker Range, Sabah, Borneo",5.7776,116.3439,N/A,39,6201.6,6201.6
Aethopyga mystacalis,XC359528,2017-02-05,Malaysia,"Mount Kinabalu lower slopes, Bukit Ular trail, Sabah, Borneo",6.0289,116.547,N/A,62,6201.6,6201.6
Aethopyga mystacalis,XC398705,2017-12-29,Malaysia,"Kinabalu Park Hotel, Kinabalu Park, Ranau, Sabah",6.0112,116.5397,1600,118,6718.4,6718.4
Aethopyga nipalensis,XC35481,2009-02-13,India,"Lama Camp, Arunachal Pradesh",27.1567,92.4606,N/A,60,4995.7,4995.7
Aethopyga nipalensis,XC157692,2013-04-08,India,"Mishmi, above Hunli (3), Arunachal Pradesh",28.2691,95.9063,2300,29,6890.6,6890.6
Aethopyga nipalensis,XC255886,2015-06-06,Bhutan,Yotong La,27.5169,90.5871,3400,30,7062.9,7062.9
Aethopyga nipalensis,XC328289,2016-02-21,Thailand,"Ang Ka Summit Trail, Doi Inthanon National Park",18.5888,98.4853,2600,42,5684.8,5684.8
Aethopyga nipalensis,XC65053,2010-05-00,Vietnam,Sapa,22.3353,103.8514,1800,37,6718.4,6718.4
Aethopyga primigenia,XC239224,2015-01-21,Philippines,"Mount Kitanglad, Mindanao",8.1238,124.9273,2500,29,5168,5168
Aethopyga pulcherrima,ML191468,2012-05-28,Philippines,"Valencia, Bohol Island, Rajah Sikatuna Protected Landscape, Omjon, Bohol",9.72,124.124,490,62,6029.3,6029.3
Aethopyga pulcherrima,XC182006,2012-06-15,Philippines,"Lake Danao, Leyte, Eastern Visayas",11.075,124.691,700,61,6718.4,6718.4
Aethopyga pulcherrima,XC239296,2015-01-25,Philippines,"PICOP, Bislig, Mindanao",8.2589,126.1537,160,23,4995.7,4995.7
aethopyga pulcherrima,XC30713,1989-00-00,Philippines,"Mount Polis, Luzon",16.97472,121.02917,N/A,17,4823.4,4823.4
Aethopyga saturata,XC321569,2008-05-24,China,"Baihualing, Gaoligong Shan, Yunnan",25.2957,98.7939,1670,44,7062.9,7062.9
Aethopyga saturata,XC39354,2009-09-26,Malaysia,"Bukit Fraser, border of Pahang and Selangor ",3.712,101.7381,1300,47,7235.2,7235.2
Aethopyga saturata,XC74073,2010-02-21,Vietnam,Cuc Phuong NP,20.8998,106.4001,500,38,6373.8,6373.8
Aethopyga saturata,XC290933,2014-05-26,Malaysia,"Old road area. Fraser's Hill (Bukit Fraser), Pahang",3.693,101.746,N/A,9,7235.2,7235.2
Aethopyga saturata,XC372892,2017-03-24,Thailand,"Mae Phoe Bird Trail, Doi Angkhang, Chiang Mai Province",19.8921,99.0509,1500,85,7235.2,7235.2
Aethopyga shelleyi,XC164667,1985-04-05,Philippines,"St. Paul's Subterranean national park, Palawan",10.198,118.912,50,64,7235.2,7235.2
Aethopyga shelleyi,XC67547,2010-04-20,Philippines,Palawan; St. Paul's Park,9.97,118.67,10,29,6546.1,6546.1
Aethopyga shelleyi,XC313789,2014-02-12,Philippines,"Puerto Princesa, Palawan, MIMAROPA",10.1584,118.9008,360,9,6718.4,6718.4
Aethopyga shelleyi,XC234771,2015-03-18,Philippines,"Forest near Sabang, Puerto Princesa, Palawan, MIMAROPA",10.1776,118.8935,90,21,5857,5857
Aethopyga shelleyi,XC379548,2017-02-26,Philippines,"Puerto Princesa, Palawan, MIMAROPA",10.083,118.8487,40,9,6890.6,6890.6
Aethopyga siparaja,XC78909,2011-04-11,India,Tea estate near Kaziranga National Park,26.589,93.422,100,62,7579.7,7579.7
Aethopyga siparaja,XC189637,2014-02-14,Malaysia,"Semenggoh forest reserve, Sarawak",1.3001,110.3501,40,75,6373.8,6373.8
Aethopyga siparaja,XC332811,2016-02-20,Thailand,"Tham Jia Substation, Khlong Saeng Wildlife Sanctuary, Suratthani Province",9.1258,98.6655,140,150,6373.8,6373.8
Aethopyga siparaja,XC359521,2017-02-10,Malaysia,"Rainforest Discovery Center, Sepilok, Sabah, Borneo",5.8762,117.9448,N/A,70,7407.4,7407.4
Aethopyga siparaja,XC364132,2017-03-08,Singapore,Singapore central catchment reserve,1.3457,103.8328,30,95,6718.4,6718.4
Agelaioides badius,XC32166,2009-03-24,Argentina,"Salta: Vaqueros, 12 km N Salta",-24.683,-65.406,1260,57,3445.3,3445.3
Agelaioides badius,XC128630,2011-09-03,Brazil,"Pantanal Wildlife Center, MT",-16.7581,-56.8764,110,143,2756.2,2756.2
Agelaioides badius,XC361112,2017-03-02,Argentina,Jujuy: PN Calilegua (headquarters),-23.776,-64.773,480,182,3789.8,3789.8
Agelaius assimilis,XC256883,2015-04-10,Cuba,"La Turba, Cienaga de Zapata, Matanzas",22.4344,-81.178,10,58,3100.8,3100.8
Agelaius phoeniceus,XC172492,2013-05-13,USA,"Fort Lyon Marshes, Bent Co., Colorado",38.0856,-103.1153,1200,95,2239.5,2239.5
Agelaius phoeniceus,XC135673,2013-05-26,USA,"Standifer Gap Marsh, Chattanooga, Tennessee",35.062,-85.166,200,167,3273,3273
Agelaius phoeniceus,XC164112,2013-06-12,Canada,"Foam Lake No. 276 (near Leslie), Division No. 10, Saskatchewan",51.7772,-103.5795,550,124,4995.7,4995.7
Agelaius phoeniceus,XC325700,2016-03-16,USA,"Huntington, Suffolk County, New York",40.9059,-73.4012,10,95,2239.5,2239.5
Agelaius phoeniceus,XC325492,2016-07-03,Mexico,"Mazatepec, Morelos",18.7219,-99.378,950,41,2928.5,2928.5
Agelaius tricolor,XC358409,2017-02-11,USA,"Lindo Lake, Lakeside, San Diego County, California",32.8572,-116.9189,120,84,2756.2,2756.2
Agelaius tricolor,XC358848,2017-03-11,USA,"Creed Road, Solano County, California",38.2424,-121.8714,10,128,2928.5,2928.5
Agelaius xanthomus,ML43441,1988-05-05,Puerto Rico,"Guanica, Guanica Forest Reserve, ",17.9833333,-66.9166667,N/A,60,6029.3,6029.3
Agelasticus cyanopus,XC2775,1997-02-19,Bolivia,"Near Trinidad, along the road to Santa Cruz, Beni",-14.9001,-64.7167,125,33,3617.6,3617.6
Agelasticus cyanopus,XC2998,1998-02-23,Bolivia,"Santa Rosa; at km 5 along road to Riberalta, Beni",-14.033,-66.817,200,11,3617.6,3617.6
Agelasticus thilius,XC59845,2001-07-21,Chile,"Laguna El Peral, San Antonio, V Region",-33.5023,-71.6039,N/A,24,5684.8,5684.8
Agelasticus thilius,XC332120,2002-08-28,Brazil,"Baía de Guaratuba, SC",-25.8667,-48.6501,0,73,4651.2,4651.2
Agelasticus thilius,XC49193,2003-12-02,Argentina,"Santo Tome, Corrientes",-28.3667,-56.1334,N/A,43,3617.6,3617.6
Agelasticus thilius,XC273354,2013-10-29,Argentina,"Plata Lagoon east of La Para, Mar Chiquita, Córdoba",-30.939,-62.883,N/A,71,4478.9,4478.9
Agelasticus xanthophthalmus,XC261325,1992-02-07,Ecuador,"Sucumbíos: 'La Selva Jungle Lodge', n bank Río Napo",0.498,-76.373,220,44,5168,5168
Agelasticus xanthophthalmus,XC63098,2001-09-25,Peru,"Cocha Cashu Biological Station, Manu National Park",-11.8667,-71.3667,N/A,5,4306.6,4306.6
Agelasticus xanthophthalmus,XC112368,2012-10-24,Peru,"Machu Huasi Lake, Alto Madre de Dios",-12.858,-71.367,500,11,4134.4,4134.4
Agelasticus xanthophthalmus,XC152542,2013-09-28,Peru,"South of Atalaya along road '5S', Junín",-10.8204,-73.76,240,49,3617.6,3617.6
Agelasticus xanthophthalmus,XC20921,1991-00-00,Peru,"Cocha Juarez, Manu National Park, Dpto. Madre de Dios",-12.12490262,-71.08678945,N/A,38,3100.8,3100.8
Agriornis albicauda,XC163034,2010-12-19,Peru,"Cruz Conga, Celendín",-7.0254,-78.2113,3500,13,3273,3273
Agriornis albicauda,XC332922,1999-12-00,Ecuador,Pichincha: 2 km E of Calacalí,-0.0031,-78.5091,2800,12,2928.5,2928.5
Agriornis lividus,XC87675,2010-01-16,Chile,"La Conchuca, Coquimbo, Chile",-32.082,-70.591,1925,169,3789.8,3789.8
Agriornis montanus,XC2095,1993-12-27,Bolivia,"Inquisivi; village, La Paz",-16.907,-67.1417,2900,13,3100.8,3100.8
Agriornis montanus,XC53503,1999-02-04,Argentina,"Piedra Parada, Chubut",-42.659811,-70.1126,N/A,64,2928.5,2928.5
Agriornis montanus,XC32167,2009-03-27,Argentina,Salta: Finca El Candado,-25.2001,-65.8167,2920,141,2928.5,2928.5
Agriornis montanus,XC95143,2012-02-15,Argentina,"El Quemado, cuesta Ruta 52, Jujuy",-23.699,-65.68,4200,57,3273,3273
Agriornis montanus,XC258909,2000-10-00,Ecuador,Cotopaxi: Hacienda Yanahurco,-0.683,-78.283,3600,69,3100.8,3100.8
Achaetops pycnopygius,XC205540,2007-01-19,Namibia,Hobatere,-19.2707,14.4651,1200,32,1550.4,1550.4
Achaetops pycnopygius,XC18414,2007-03-01,Namibia,"Avis Dam, Windhoek",-22.573973,17.128608,1700,18,1722.7,1722.7
Achaetops pycnopygius,XC41168,2009-11-10,Namibia,"Avis Dam, Windhoek",-22.573973,17.128608,1720,23,1722.7,1722.7
Achaetops pycnopygius,XC332348,2016-01-03,Namibia,Waterberg Park,-20.511,17.243,1500,16,1722.7,1722.7
Achaetops pycnopygius,XC346566,2016-11-12,Namibia,Erongo Wilderness Lodge,-21.46138,15.874639,N/A,125,1894.9,1894.9
Ailuroedus buccoides,XC140840,2007-05-08,Indonesia,"Waropen Atas, Papua",-1.6225,137.7301,N/A,42,3273,3273
Ailuroedus buccoides,XC62496,2009-07-08,Indonesia,"Nimbokrang, Papua, New Guinea",-2.551503,140.650234,120,77,2067.2,2067.2
Ailuroedus crassirostris,XC155114,2011-10-22,Australia,"Lamington National Park (near O'reilly), Queensland",-28.2287,153.136,900,58,1894.9,1894.9
Ailuroedus crassirostris,XC329658,2016-01-04,Australia,"O'Reilly's Rainforest Retreat, Lamington National Park, Queensland",-28.2287,153.136,900,106,2411.7,2411.7
Ailuroedus crassirostris,XC351500,2017-01-12,Australia,"O'Reilly's Rainforest Retreat, Lamington National Park, Queensland",-28.2287,153.136,950,92,2584,2584
Ailuroedus melanotis,XC38132,2009-07-14,Papua New Guinea,near Kiunga on Boys Town Road,-6.0486,141.2191,50,47,2067.2,2067.2
Ailuroedus melanotis,XC408963,2012-09-16,Indonesia," Wasur National Park, Papua",-8.6634,140.7217,10,65,1722.7,1722.7
Ailuroedus melanotis,XC163127,2013-08-04,Indonesia,"Arfak Mountain Trek, near Mokwan Village, Irian Jaya Barat, Papua",-1.1153,133.9109,1200,38,1722.7,1722.7
Ailuroedus melanotis,XC329748,2015-12-29,Australia," Mt. Lewis, Julatten, Queensland",-16.5833,145.2833,1000,36,2584,2584
Ailuroedus melanotis,XC353465,2017-01-23,Australia,"Evelyn, Tablelands Regional, Queensland",-17.4657,145.4891,1200,41,2411.7,2411.7
aimophila aestivalis,XC135133,1996-03-16,USA,"Sandy Hollow WMA, Tangipahoa, Louisiana",30.8055,-90.4699,60,376,4651.2,4651.2
aimophila aestivalis,XC33781,2009-04-28,USA,"Buffalo Creek, Ouachita NF, Scott Co., Arkansas",34.8095,-94.1459,N/A,157,4823.4,4823.4
aimophila aestivalis,XC252992,2015-06-15,USA,"Colmesneil, Jasper County, Texas",31.0582,-94.2652,70,341,4651.2,4651.2
aimophila aestivalis,XC326773,2016-07-11,USA,"McClellanville, Charleston County, South Carolina",33.1521,-79.3741,20,77,5168,5168
aimophila aestivalis,XC362454,2017-03-06,USA,"Three Lakes WMA, Osceola County, Florida",27.9415,-81.1531,30,184,4306.6,4306.6
aimophila botterii,XC218240,2003-04-06,Mexico,"Las Choapas, Vera Cruz",17.75,-94,N/A,14,6029.3,6029.3
aimophila botterii,XC57103,2010-06-25,Mexico,"Valle Colombia, Coahuila",28.366,-102.314,1500,25,4306.6,4306.6
aimophila botterii,XC111396,2010-08-11,USA,"Buenos Aires National Wildlife Refuge, Pima County, Arizona",31.587,-111.487,1000,182,4478.9,4478.9
aimophila botterii,XC192068,2012-08-07,USA,"Box Canyon Rd, near Madera Canyon, Arizona",31.7825,-110.835,1300,163,7579.7,7579.7
aimophila botterii,XC321861,2016-05-30,USA,"Rodeo, Hidalgo County, New Mexico",31.84,-109.025,1200,98,6373.8,6373.8
aimophila carpalis,XC111604,2010-08-11,USA,"Buenos Aires National Wildlife Refuge, Pima County, Arizona",31.587,-111.487,1000,178,5512.5,5512.5
aimophila carpalis,XC111578,2011-05-14,USA,"Guadalupe Canyon, Hidalgo County, New Mexico",31.355,-109.044,1300,140,6718.4,6718.4
aimophila carpalis,XC297786,2012-07-24,USA,"below Madera Canyon, near Green Valley, Pima County, Arizona",31.7878,-110.8846,1100,95,2756.2,2756.2
aimophila carpalis,XC263076,2015-07-19,USA,"Silver Creek, Perilla Mountains, Cochise County, Arizona",31.4775,-109.3988,1300,100,4823.4,4823.4
aimophila carpalis,XC304428,2016-02-21,USA,"Hereford, Cochise County, Arizona",31.4346,-110.2323,1400,47,6546.1,6546.1
aimophila cassinii,XC111451,2011-08-14,USA,"Rodeo, Hidalgo County, New Mexico",31.84,-109.025,1200,178,3617.6,3617.6
aimophila cassinii,XC111437,2011-08-18,USA,"Buenos Aires National Wildlife Refuge, Pima County, Arizona",31.587,-111.487,1000,178,3789.8,3789.8
aimophila cassinii,XC172649,2013-05-26,USA,"Comanche National Grassland (near Pritchett), Baca County, Colorado",37.089,-102.9585,1500,133,3617.6,3617.6
aimophila cassinii,XC185144,2014-06-04,USA,"Pawnee National Grassland, Colorado",40.6831,-104.3589,1500,135,2928.5,2928.5
aimophila cassinii,XC334752,2016-04-14,USA,"Kickapoo Cavern State Park, Texas",29.6183,-100.4509,550,74,3445.3,3445.3
aimophila humeralis,XC352252,2015-04-04,Mexico,"Microondas La Cumbre, Colima",19.1819,-103.6919,450,60,7579.7,7579.7
aimophila humeralis,XC325477,2016-07-03,Mexico,"Zona arqueológica de Xochicalco, Morelos",18.8039,-99.2963,1300,33,4995.7,4995.7
aimophila humeralis,XC331187,2016-08-10,Mexico,"Presa de los carros, Chietla, Puebla",18.5818,-98.7087,1100,95,5684.8,5684.8
aimophila humeralis,XC332136,2016-08-12,Mexico,"Hueyapan, Tetela del Volcán, Morelos",18.8728,-98.6921,2200,36,7924.2,7924.2
aimophila humeralis,XC331201,2016-08-12,Mexico,"Maninalcingo. entre Ahuehuetltlan y Piaxtla, Puebla",18.1749,-98.1863,1500,94,7579.7,7579.7
aimophila mystacalis,XC61534,2010-08-28,Mexico,"Oaxaca, El Yagul Ruins",16.9295,-96.3759,1700,31,5512.5,5512.5
aimophila mystacalis,XC346503,2013-07-12,Mexico,"Canion del Sabino, Santa MAria Tecomavaca",17.936,-96.934,700,49,6890.6,6890.6
aimophila mystacalis,XC254539,2015-06-28,Mexico,"Oaxaca, Teotitlan del Valle  ",17.051,-96.514,1700,61,7062.9,7062.9
aimophila mystacalis,XC327724,2016-07-16,Mexico,"Maninalcingo. entre Ahuehuetltlan y Piaxtla, Puebla",18.1749,-98.1863,1500,74,4823.4,4823.4
aimophila mystacalis,XC378919,2017-07-04,Mexico,"canyon del sabino Santa María Tecomavaca, Santa María Tecomavaca, Oaxaca",17.8693,-97.0266,650,15,6029.3,6029.3
Aimophila notosticta,XC351105,2015-03-31,Mexico,"Carretera 175/Tuxtepec-Oaxaca--Km 200-205, Oaxaca",17.1309,-96.6269,1900,31,4306.6,4306.6
Aimophila notosticta,XC255635,2015-07-07,Mexico,"San Augustin Etla, camino al bosque",17.2,-96.755,1900,262,5684.8,5684.8
Aimophila notosticta,XC324941,2016-06-18,Mexico,"Oaxaca, Teotitlan del Valle",17.051,-96.514,1700,256,5857,5857
aimophila quinquestriata,XC34456,2009-05-22,USA,"California Gulch, Santa Cruz Co., Arizona",31.4173,-111.2387,N/A,105,5684.8,5684.8
aimophila quinquestriata,XC87005,2011-08-27,USA,"SW Patagonia, Arizona",31.5,-110.818,1185,120,5684.8,5684.8
aimophila quinquestriata,XC337924,2013-08-17,Mexico,"Road to Santa Rosa at km 243 on Hwy 16, Sonora",28.426,-109.116,800,262,6718.4,6718.4
aimophila quinquestriata,XC266373,2015-07-24,USA,"FR 217 above California Gulch, Santa Cruz County, Arizona",31.4184,-111.2413,1200,30,6718.4,6718.4
aimophila quinquestriata,XC308793,2015-08-04,Mexico,"Guadalajara, Guadalajara, Jalisco",20.7256,-103.2898,1400,109,7752,7752
Aimophila rufescens,XC196666,2012-04-11,Mexico,Parque Estatal Cerro Punhuato,19.699,-101.135,2200,46,4134.4,4134.4
Aimophila rufescens,XC261387,2015-07-18,Mexico,"Amatlan, Veracruz",18.8334,-96.9167,700,103,3962.1,3962.1
Aimophila rufescens,XC281858,2015-09-07,Honduras,"El Ocotal, Yuscarán, El Paraiso",13.9609,-86.869,1100,77,3100.8,3100.8
Aimophila rufescens,XC319119,2016-05-13,Belize,"Cayo, Mountain Pine Ridge Forest Reserve, Chiquibul Road at Privassion Creek Line",17.0266,-88.9475,505,110,3789.8,3789.8
Aimophila rufescens,XC331172,2016-08-08,Mexico,CAmino a los limones Tlayecac Morelos,18.7701,-98.8586,1400,138,5340.2,5340.2
aimophila ruficauda,XC56224,2007-06-29,Mexico,Mx Oaxaca La venta,16.547,-94.837,30,20,7579.7,7579.7
aimophila ruficauda,XC169378,2014-02-14,Mexico,"Tepoztlán, Tepoztlán, Morelos",18.9903,-99.0788,1900,64,6546.1,6546.1
aimophila ruficauda,XC180332,2014-05-25,El Salvador,"Planes de Renderos, Panchimalco, San Salvador",13.636,-89.1923,1000,42,6373.8,6373.8
aimophila ruficauda,XC317613,2016-05-19,Mexico,"Rancho las Trancas, Comala, Colima",19.3611,-103.7604,750,67,7407.4,7407.4
aimophila ruficauda,XC349937,2016-12-29,Honduras,"San Antonio de Oriente, Departamento de Francisco Morazán",13.978,-86.9866,750,91,8268.8,8268.8
